Name;RAJ2000;DEJ2000;zl;zs;pzl;Grade;Ref
HSCJ023135.07-013749.3;037.89611;-01.63036;      ;      ; 0.640;C;h
HSCJ023135.28-025322.4;037.89700;-02.88954; 0.551;      ;      ;C;c
HSCJ023135.26-030152.8;037.89690;-03.03134; 0.261;      ;      ;C;c
HSCJ023141.16-045257.4;037.92150;-04.88260; 0.185;      ; 0.190;C;g
HSCJ023143.82-030208.8;037.93256;-03.03577;      ;      ; 0.920;C;h
HSCJ023146.61-021220.9;037.94420;-02.20580;      ;      ; 0.620;C;g
HSCJ023149.02-031021.5;037.95423;-03.17265;      ;      ; 0.530;C;h
HSCJ023150.81-020508.9;037.96170;-02.08580;      ;      ; 0.790;B;g,h
HSCJ023152.27-024141.8;037.96778;-02.69495;      ;      ; 0.850;C;h
HSCJ023152.11-055233.1;037.96712;-05.87586; 0.606;      ;      ;C;c
HSCJ023158.62-031935.7;037.99427;-03.32659; 0.274;      ;      ;C;c
HSCJ023159.13-031949.2;037.99638;-03.33033; 0.561;      ;      ;C;c
HSCJ023217.37-021703.7;038.07238;-02.28437; 0.508;      ;      ;A;c
HSCJ023218.49-012103.9;038.07706;-01.35109; 0.392;      ;      ;C;d
HSCJ023249.85-032325.8;038.20770;-03.39050; 0.450;      ; 0.460;A;g,h
HSCJ023257.38-051515.7;038.23908;-05.25436;      ;      ; 0.730;C;h
HSCJ023302.99-044224.6;038.26246;-04.70683; 0.628;      ;      ;C;c
HSCJ023303.84-022104.6;038.26598;-02.35128;      ;      ; 0.720;C;h
HSCJ023303.38-023131.6;038.26410;-02.52544;      ;      ; 0.930;C;h
HSCJ023305.57-022835.8;038.27320;-02.47660; 0.572;      ; 0.610;A;g,h
HSCJ023307.07-043838.3;038.27945;-04.64396; 0.671; 1.869;      ;A;e,f
HSCJ023308.52-053923.0;038.28550;-05.65640;      ;      ; 0.350;C;g
HSCJ023314.88-024352.5;038.31199;-02.73125;      ;      ; 0.700;C;h
HSCJ023322.63-020530.5;038.34430;-02.09180;      ;      ; 0.490;A;g,h
HSCJ023325.08-053103.6;038.35451;-05.51767;      ;      ; 0.520;C;h
HSCJ023325.14-053104.5;038.35475;-05.51792; 0.437;      ;      ;C;c
HSCJ023326.83-022826.3;038.36178;-02.47396;      ;      ; 0.580;C;h
HSCJ023331.94-032801.2;038.38310;-03.46700;      ;      ; 1.120;B;g,h
HSCJ023336.94-054535.3;038.40390;-05.75980;      ;      ; 0.360;C;g
HSCJ023339.89-053048.2;038.41620;-05.51340;      ;      ; 0.390;C;g
HSCJ023352.30-030437.0;038.46792;-03.07696;      ;      ; 0.880;C;h
HSCJ023408.36-035842.0;038.53485;-03.97833; 0.453;      ;      ;C;c
HSCJ023419.86-031953.8;038.58277;-03.33161; 0.506;      ;      ;C;c
HSCJ023444.21-033540.3;038.68420;-03.59454;      ;      ; 0.750;C;h
HSCJ023447.71-041241.7;038.69877;-04.21157; 0.451;      ;      ;C;c
HSCJ023448.44-034905.3;038.70183;-03.81814;      ;      ; 0.460;C;h
HSCJ023448.17-051128.4;038.70070;-05.19124; 0.566;      ;      ;C;c
HSCJ023512.50-032149.7;038.80210;-03.36380; 0.581;      ; 0.590;C;g
HSCJ023514.88-041854.8;038.81200;-04.31523;      ;      ; 0.430;C;h
HSCJ023538.22-063406.1;038.90924;-06.56835; 0.181;      ;      ;B;c,g
HSCJ023540.63-040158.1;038.91928;-04.03282;      ;      ; 0.350;C;h
HSCJ023624.53-042747.0;039.10222;-04.46306;      ;      ; 1.120;C;h
HSCJ023629.19-060449.4;039.12163;-06.08040;      ;      ; 0.910;B;h
HSCJ023637.30-033220.0;039.15541;-03.53890; 0.270;      ;      ;A;c,g
HSCJ023655.27-023656.0;039.23030;-02.61556; 0.562;      ;      ;B;c
HSCJ023707.59-023537.3;039.28162;-02.59368; 0.607;      ;      ;C;c,h
HSCJ023713.90-064426.2;039.30790;-06.74060;      ;      ; 0.690;C;g
HSCJ023722.78-063732.5;039.34490;-06.62570;      ;      ; 0.470;C;g
HSCJ023722.85-063732.2;039.34519;-06.62561;      ;      ; 0.400;C;h
HSCJ023733.80-051015.8;039.39084;-05.17104; 0.451;      ;      ;C;c
HSCJ023740.87-030446.8;039.42030;-03.07966;      ;      ; 0.550;C;h
HSCJ023742.31-052731.9;039.42628;-05.45887;      ;      ; 0.530;C;h
HSCJ023742.10-052732.1;039.42544;-05.45892;      ;      ; 0.520;C;h
HSCJ023744.35-052423.5;039.43478;-05.40654; 0.356;      ;      ;C;c
HSCJ023747.87-052804.1;039.44946;-05.46780; 0.371;      ;      ;C;c,g
HSCJ023759.53-030658.0;039.49803;-03.11611; 0.476;      ;      ;C;d
HSCJ023817.77-054555.5;039.57402;-05.76542; 0.599; 1.763;      ;A;c,e,f
HSCJ023820.83-024258.7;039.58680;-02.71630; 0.282;      ; 0.280;C;g
HSCJ023823.69-034811.2;039.59870;-03.80310; 0.322;      ; 0.290;B;g
HSCJ023829.43-062542.9;039.62262;-06.42858; 0.487;      ;      ;C;c,h
HSCJ023832.35-044226.8;039.63479;-04.70745;      ;      ; 0.760;C;h
HSCJ023832.58-045600.7;039.63577;-04.93354;      ;      ; 0.400;C;h
HSCJ023834.02-054939.5;039.64173;-05.82764;      ;      ; 0.270;C;h
HSCJ023843.54-053738.3;039.68140;-05.62730; 0.358;      ; 0.340;C;g
HSCJ023929.03-041923.5;039.87096;-04.32319; 0.592;      ;      ;C;d
HSCJ023938.56-035617.9;039.91065;-03.93830; 0.601;      ;      ;C;d
HSCJ023941.64-043741.5;039.92350;-04.62820;      ;      ; 0.310;C;g
HSCJ023942.26-012747.2;039.92610;-01.46310;      ;      ; 0.350;B;g
HSCJ023953.11-013455.9;039.97130;-01.58220; 0.373;      ; 0.370;A;g
HSCJ083155.24+020442.3;127.98016;+02.07842; 0.496;      ;      ;C;c
HSCJ083311.60+024513.2;128.29832;+02.75366; 0.545;      ;      ;B;c,h
HSCJ083338.09+033535.5;128.40870;+03.59320; 0.495;      ; 0.570;C;g
HSCJ083409.70-001653.8;128.54042;-00.28161;      ;      ;      ;C;f
HSCJ083445.67+032047.8;128.69030;+03.34660;      ;      ; 0.500;C;g
HSCJ083531.56+035244.0;128.88150;+03.87890; 0.561;      ; 0.560;C;g
HSCJ083538.35+022504.3;128.90981;+02.41786;      ;      ; 0.940;C;h
HSCJ083654.12+010152.5;129.22549;+01.03124; 0.568;      ;      ;C;c
HSCJ083701.90+004329.9;129.25793;+00.72497;      ;      ; 0.930;C;h
HSCJ083705.25-000441.8;129.27186;-00.07828; 0.166;      ;      ;C;c
HSCJ083726.18+015639.5;129.35910;+01.94430; 0.395;      ;      ;B;c,g
HSCJ083745.58+012302.4;129.43990;+01.38400;      ;      ; 0.200;C;g
HSCJ083745.59+012748.1;129.43995;+01.46335; 0.555;      ;      ;C;c,h
HSCJ083818.02+005853.8;129.57510;+00.98160;      ;      ; 0.390;C;g
HSCJ083856.93+020851.0;129.73720;+02.14750; 0.360;      ; 0.360;B;g
HSCJ083859.45+022859.5;129.74770;+02.48320; 0.359;      ; 0.370;C;g
HSCJ083901.48+023610.9;129.75618;+02.60302;      ;      ; 0.610;C;h
HSCJ083903.91-011503.2;129.76630;-01.25090;      ;      ; 0.530;C;g
HSCJ083906.58-000000.1;129.77741;-00.00003;      ;      ;      ;C;f
HSCJ083910.00+014214.2;129.79166;+01.70394;      ;      ; 0.750;C;h
HSCJ083930.38+021024.6;129.87660;+02.17350;      ;      ; 0.670;B;g,h
HSCJ083933.36-014044.4;129.88900;-01.67900;      ;      ; 0.280;A;g
HSCJ083938.33+000602.9;129.90970;+00.10080; 0.271;      ; 0.280;C;g
HSCJ083939.31+022832.9;129.91380;+02.47580; 0.431;      ; 0.420;B;g,h
HSCJ083943.03+004740.8;129.92930;+00.79466; 0.621;      ;      ;B;c
HSCJ083956.45+020632.5;129.98521;+02.10901; 0.359;      ;      ;C;c
HSCJ084002.62-002730.6;130.01090;-00.45850; 0.269;      ; 0.280;C;g
HSCJ084023.23+014201.4;130.09680;+01.70040;      ;      ; 0.920;C;g
HSCJ084040.49-003003.2;130.16870;-00.50088;      ;      ; 0.690;C;h
HSCJ084059.38+013549.6;130.24740;+01.59710; 0.550;      ; 0.560;B;g
HSCJ084102.22+004417.7;130.25923;+00.73826;      ;      ; 0.370;C;h
HSCJ084106.31+014344.8;130.27628;+01.72911; 0.360;      ;      ;C;c
HSCJ084108.09+013345.4;130.28370;+01.56260;      ;      ; 0.850;C;g
HSCJ084109.37+012947.6;130.28903;+01.49656;      ;      ; 0.730;C;h
HSCJ084112.46+002737.8;130.30190;+00.46050;      ;      ; 0.450;C;g,h
HSCJ084118.55-004212.4;130.32729;-00.70345;      ;      ;      ;C;f
HSCJ084129.69+002650.3;130.37370;+00.44730;      ;      ; 0.370;C;g
HSCJ084148.03-010000.8;130.45014;-01.00022;      ;      ; 0.450;C;h
HSCJ084201.15-002338.8;130.50480;-00.39410;      ;      ; 0.410;C;h
HSCJ084211.15+013835.7;130.54646;+01.64324;      ;      ; 0.280;B;h
HSCJ084221.86+013826.2;130.59110;+01.64060; 0.420;      ; 0.390;C;g
HSCJ084224.53+005834.1;130.60223;+00.97614;      ;      ; 0.930;C;h
HSCJ084245.21-000820.0;130.68837;-00.13888;      ;      ; 0.340;C;h
HSCJ084247.77+014148.3;130.69905;+01.69674; 0.702;      ;      ;C;c
HSCJ084315.32+003737.3;130.81383;+00.62702;      ;      ;      ;C;f
HSCJ084318.44+031027.1;130.82684;+03.17420;      ;      ; 0.690;C;h
HSCJ084353.31+002229.9;130.97214;+00.37499;      ;      ; 0.440;C;h
HSCJ084357.65+003702.3;130.99020;+00.61730; 0.280;      ; 0.290;C;g
HSCJ084427.19-001059.2;131.11330;-00.18310;      ;      ; 0.370;B;g
HSCJ084445.05+013823.4;131.18770;+01.63982; 0.349;      ;      ;C;c
HSCJ084449.03+010002.2;131.20430;+01.00060; 0.295;      ; 0.360;C;g
HSCJ084520.14-005456.2;131.33390;-00.91560;      ;      ; 0.410;A;g,h
HSCJ084521.01+011325.7;131.33755;+01.22380; 0.709;      ;      ;C;c
HSCJ084526.03+010847.5;131.35847;+01.14653;      ;      ; 0.210;C;h
HSCJ084534.14+024028.0;131.39227;+02.67445; 0.551;      ;      ;C;c
HSCJ084536.06-000456.9;131.40025;-00.08246;      ;      ; 0.810;B;h
HSCJ084547.21-002402.5;131.44670;-00.40070; 0.557;      ; 0.560;C;g
HSCJ084619.63+004454.5;131.58180;+00.74848;      ;      ; 0.760;C;h
HSCJ084632.59-015416.9;131.63580;-01.90470;      ;      ; 1.030;B;g
HSCJ084638.98-014943.0;131.66240;-01.82860;      ;      ; 0.430;C;g
HSCJ084647.45+044604.8;131.69770;+04.76800; 0.241;      ; 0.230;B;g
HSCJ084700.71-003626.8;131.75294;-00.60745;      ;      ; 1.150;C;h
HSCJ084729.18+013050.8;131.87160;+01.51410; 0.349;      ; 0.370;C;g
HSCJ084750.40+004210.6;131.96002;+00.70295; 0.507;      ;      ;C;c
HSCJ084759.45+014850.2;131.99773;+01.81395;      ;      ; 0.660;C;h
HSCJ084827.36-004620.9;132.11401;-00.77247; 0.465;      ;      ;C;c
HSCJ084828.05+022227.6;132.11689;+02.37433; 0.375;      ;      ;C;c
HSCJ084843.45+012524.8;132.18105;+01.42354;      ;      ; 0.460;C;h
HSCJ084857.04-000705.6;132.23768;-00.11821;      ;      ; 0.740;C;h
HSCJ084905.47-013315.1;132.27280;-01.55420;      ;      ; 0.330;C;g
HSCJ084913.37+024221.4;132.30571;+02.70594;      ;      ; 0.840;C;h
HSCJ084914.34+003001.5;132.30976;+00.50040;      ;      ; 0.780;C;h
HSCJ084915.45-002421.5;132.31436;-00.40599;      ;      ; 0.580;C;h
HSCJ084919.06-000848.1;132.32940;-00.14670; 0.556;      ; 0.580;C;g
HSCJ084932.34+014503.0;132.38474;+01.75084; 0.325;      ;      ;C;c
HSCJ084958.90-005306.2;132.49542;-00.88506;      ;      ; 0.470;B;h
HSCJ085007.58+013659.0;132.53160;+01.61640; 0.589;      ; 0.610;C;g
HSCJ085024.21-002043.9;132.60086;-00.34552;      ;      ; 0.770;C;h
HSCJ085036.37+010306.0;132.65154;+01.05167;      ;      ; 0.830;C;h
HSCJ085036.00-003413.4;132.65000;-00.57040; 0.295;      ; 0.300;C;g
HSCJ085046.61+003905.4;132.69421;+00.65149;      ;      ; 0.840;A;h
HSCJ085055.90-000930.6;132.73290;-00.15850;      ;      ; 0.910;C;g
HSCJ085102.69+003137.8;132.76120;+00.52716;      ;      ; 0.580;C;h
HSCJ085118.43+002044.3;132.82680;+00.34565;      ;      ; 0.840;C;h
HSCJ085125.13-010309.8;132.85473;-01.05273;      ;      ; 0.560;C;h
HSCJ085130.07+021823.2;132.87527;+02.30646; 0.386;      ;      ;C;c
HSCJ085131.88+011716.5;132.88283;+01.28792; 0.611;      ;      ;C;c
HSCJ085131.56+045226.4;132.88150;+04.87400; 0.392;      ; 0.340;C;g
HSCJ085132.42+025832.8;132.88510;+02.97579; 0.527;      ;      ;C;c,h
HSCJ085138.45-004604.2;132.91021;-00.76783;      ;      ; 0.340;C;h
HSCJ085140.51-003156.2;132.91880;-00.53227;      ;      ; 0.770;C;h
HSCJ085145.55-013010.4;132.93980;-01.50290;      ;      ; 0.600;C;g
HSCJ085150.82+015804.3;132.96176;+01.96787; 0.708;      ;      ;C;c
HSCJ085205.37-003243.1;133.02239;-00.54531; 0.645;      ;      ;C;c
HSCJ085227.12+002437.8;133.11300;+00.41050;      ;      ; 0.130;C;g
HSCJ085230.29+002513.8;133.12620;+00.42050;      ;      ; 0.290;B;g
HSCJ085235.85+014227.0;133.14938;+01.70750;      ;      ; 0.230;C;h
HSCJ085245.46+000912.9;133.18942;+00.15357; 0.552;      ;      ;C;c
HSCJ085246.78+021959.8;133.19492;+02.33327;      ;      ; 0.680;B;h
HSCJ085308.10+000416.7;133.28375;+00.07131;      ;      ; 0.820;C;h
HSCJ085318.36+020416.7;133.32650;+02.07130;      ;      ; 0.520;C;g
HSCJ085323.82+003256.1;133.34925;+00.54891;      ;      ; 0.930;C;h
HSCJ085329.93+005846.2;133.37470;+00.97950;      ;      ; 0.490;C;g
HSCJ085337.78-010830.4;133.40743;-01.14176;      ;      ; 0.320;C;h
HSCJ085349.63-003038.3;133.45677;-00.51063;      ;      ; 0.840;C;h
HSCJ085351.38-005256.1;133.46408;-00.88224;      ;      ; 0.560;C;h
HSCJ085352.25-002130.0;133.46770;-00.35834;      ;      ; 0.590;C;h
HSCJ085410.32+021334.0;133.54299;+02.22612;      ;      ; 0.760;C;h
HSCJ085441.45+010718.7;133.67269;+01.12186;      ;      ; 0.470;C;h
HSCJ085446.51-012137.1;133.69380;-01.36030;      ;      ; 0.340;A;g
HSCJ085456.47+003430.3;133.73529;+00.57509; 0.475;      ;      ;C;c
HSCJ085519.35-003527.8;133.83063;-00.59104;      ;      ; 0.950;C;h
HSCJ085521.36+021039.7;133.83901;+02.17770;      ;      ; 0.790;C;h
HSCJ085522.03+012023.8;133.84177;+01.33994;      ;      ; 0.740;C;h
HSCJ085537.85+020910.4;133.90769;+02.15290;      ;      ; 0.770;C;h
HSCJ085542.23+013159.2;133.92595;+01.53311; 0.606;      ;      ;C;c
HSCJ085544.21+002438.5;133.93420;+00.41070;      ;      ; 0.560;B;g,h
HSCJ085546.65+024556.4;133.94436;+02.76566; 0.506;      ;      ;C;c
HSCJ085550.79-001755.1;133.96162;-00.29863;      ;      ; 0.840;C;h
HSCJ085605.53-000011.0;134.02304;-00.00305;      ;      ; 0.650;C;h
HSCJ085613.96+012831.7;134.05815;+01.47546;      ;      ; 0.750;C;h
HSCJ085615.89-011145.9;134.06622;-01.19609;      ;      ; 0.810;C;h
HSCJ085618.77+003717.0;134.07820;+00.62140;      ;      ; 0.270;C;g
HSCJ085620.65+012503.3;134.08602;+01.41759; 0.719;      ;      ;B;c,g,h
HSCJ085632.15+013202.5;134.13397;+01.53402;      ;      ; 1.180;C;h
HSCJ085654.48+021819.6;134.22701;+02.30544;      ;      ; 0.720;C;h
HSCJ085655.14+005711.4;134.22974;+00.95318;      ;      ; 0.730;C;h
HSCJ085657.62+025747.0;134.24009;+02.96304;      ;      ; 0.510;C;h
HSCJ085708.08+015318.8;134.28367;+01.88856;      ;      ; 0.880;C;h
HSCJ085717.34+011152.1;134.32227;+01.19781; 0.562;      ;      ;C;c,h
HSCJ085723.54-000624.3;134.34808;-00.10675;      ;      ; 0.780;C;h
HSCJ085723.61-005727.1;134.34837;-00.95752; 0.595;      ;      ;C;c
HSCJ085750.97-003522.0;134.46239;-00.58944;      ;      ; 0.600;C;h
HSCJ085751.54-003347.9;134.46477;-00.56332; 0.612;      ;      ;C;c
HSCJ085758.03-001146.8;134.49177;-00.19633;      ;      ; 0.630;C;h
HSCJ085759.34+014121.9;134.49725;+01.68942; 0.627;      ;      ;C;c
HSCJ085803.00-004058.1;134.51250;-00.68280;      ;      ; 0.260;C;g
HSCJ085822.35-000345.6;134.59312;-00.06268;      ;      ; 0.560;C;h
HSCJ085824.15+010210.4;134.60063;+01.03621;      ;      ; 0.940;C;h
HSCJ085829.94+013439.0;134.62476;+01.57749; 0.512;      ;      ;C;c
HSCJ085834.65+003256.0;134.64436;+00.54888; 0.513;      ;      ;C;c
HSCJ085842.31-002745.7;134.67630;-00.46270; 0.653;      ; 0.670;B;g,h
HSCJ085842.94-014647.6;134.67890;-01.77990;      ;      ; 0.770;C;g
HSCJ085850.26-012728.8;134.70943;-01.45801;      ;      ; 0.910;C;h
HSCJ085855.11+013735.6;134.72961;+01.62655;      ;      ; 0.650;C;h
HSCJ085855.99-010208.4;134.73330;-01.03567; 0.468; 1.421;      ;A;c,e
HSCJ085932.33+030840.9;134.88470;+03.14470; 0.196;      ; 0.200;C;g
HSCJ085932.31-005532.7;134.88462;-00.92575; 0.448;      ;      ;C;c,f
HSCJ085937.54+022102.9;134.90640;+02.35081;      ;      ; 0.220;C;h
HSCJ085937.59-005602.0;134.90663;-00.93390;      ;      ; 0.600;C;h
HSCJ085938.13-010213.2;134.90887;-01.03700;      ;      ; 0.540;C;h
HSCJ085947.63-003951.7;134.94844;-00.66436;      ;      ; 0.560;B;h
HSCJ085958.21+001912.4;134.99256;+00.32011;      ;      ; 0.790;C;h
HSCJ090005.24+021836.7;135.02183;+02.31020;      ;      ; 0.600;C;h
HSCJ090010.39+024554.0;135.04329;+02.76500; 0.498;      ;      ;C;c
HSCJ090012.81-003816.2;135.05337;-00.63783;      ;      ; 0.460;C;h
HSCJ090013.98+021026.3;135.05827;+02.17398;      ;      ; 0.790;C;h
HSCJ090036.00+030729.0;135.15000;+03.12472; 0.592;      ;      ;C;c
HSCJ090047.06+041659.4;135.19609;+04.28315;      ;      ; 0.720;C;h
HSCJ090059.66+035922.2;135.24860;+03.98950; 0.412;      ; 0.390;C;g
HSCJ090106.42+023915.6;135.27674;+02.65434;      ;      ; 0.690;C;h
HSCJ090106.77-001406.6;135.27819;-00.23517; 0.568;      ;      ;C;c
HSCJ090122.36-001834.8;135.34315;-00.30966;      ;      ; 1.140;C;h
HSCJ090126.23-020752.1;135.35928;-02.13115;      ;      ; 0.320;C;h
HSCJ090132.86+021708.5;135.38690;+02.28570; 0.354;      ; 0.350;C;g
HSCJ090135.60+040835.6;135.39834;+04.14322;      ;      ;      ;C;f
HSCJ090146.27+040732.2;135.44278;+04.12560;      ;      ; 0.670;B;h
HSCJ090206.63+020011.8;135.52761;+02.00328;      ;      ; 0.930;C;h
HSCJ090206.07+034645.0;135.52528;+03.77917; 0.682;      ;      ;C;c
HSCJ090211.13+011418.0;135.54639;+01.23833; 0.514;      ;      ;C;c
HSCJ090213.95-004222.1;135.55812;-00.70613; 0.408;      ;      ;C;c,h
HSCJ090234.02+015419.1;135.64173;+01.90530;      ;      ; 0.450;C;h
HSCJ090241.10+025318.2;135.67125;+02.88838;      ;      ; 0.920;B;h
HSCJ090249.43+004900.1;135.70597;+00.81668;      ;      ; 0.510;C;h
HSCJ090254.42+022219.0;135.72673;+02.37196; 0.595;      ;      ;C;c,h
HSCJ090254.26+041431.2;135.72608;+04.24200;      ;      ; 0.740;C;h
HSCJ090308.60+025522.3;135.78583;+02.92285;      ;      ; 0.760;C;h
HSCJ090328.89+024807.8;135.87036;+02.80216; 0.461;      ;      ;C;c
HSCJ090333.24-005829.3;135.88850;-00.97480;      ;      ; 0.400;A;g,h
HSCJ090337.82+012513.8;135.90760;+01.42050;      ;      ; 0.930;C;h
HSCJ090348.76-002515.2;135.95318;-00.42089;      ;      ; 0.470;C;h
HSCJ090357.15-000502.4;135.98812;-00.08401;      ;      ; 0.780;C;h
HSCJ090400.62+020815.0;136.00257;+02.13750; 0.453;      ;      ;C;c
HSCJ090404.30+012516.0;136.01790;+01.42110;      ; 2.176; 0.910;B;g,h
HSCJ090409.07-002044.5;136.03780;-00.34570; 0.297;      ; 0.290;C;g
HSCJ090412.28+000420.6;136.05115;+00.07239;      ;      ;      ;C;f
HSCJ090419.76+021819.4;136.08235;+02.30538;      ;      ; 0.420;C;h
HSCJ090426.57+014355.3;136.11072;+01.73203; 0.636;      ;      ;C;c
HSCJ090429.74-010228.0;136.12390;-01.04110; 0.957; 3.403; 0.820;A;g
HSCJ090430.60+042648.5;136.12750;+04.44680; 0.457;      ; 0.320;A;g
HSCJ090433.38+011250.4;136.13908;+01.21399;      ;      ; 0.330;C;h
HSCJ090453.74+040750.0;136.22392;+04.13056;      ;      ;      ;C;f
HSCJ090457.41+003845.6;136.23920;+00.64600;      ;      ; 0.410;C;g
HSCJ090502.49+004424.0;136.26036;+00.74001;      ;      ; 0.740;B;h
HSCJ090507.35-001030.0;136.28061;-00.17501; 0.494;      ;      ;B;c,f
HSCJ090508.43+040902.7;136.28514;+04.15074;      ;      ; 0.550;C;h
HSCJ090509.45+024526.4;136.28937;+02.75734;      ;      ; 0.830;C;h
HSCJ090515.27+015616.5;136.31361;+01.93791; 0.509;      ;      ;C;c
HSCJ090515.35-010155.2;136.31396;-01.03201;      ;      ; 0.570;C;h
HSCJ090520.16+013103.6;136.33399;+01.51766;      ;      ; 0.640;C;h
HSCJ090527.13+003524.4;136.36305;+00.59012;      ;      ; 0.380;C;h
HSCJ090546.53+030520.7;136.44388;+03.08909; 0.533;      ;      ;C;c
HSCJ090547.70-010436.5;136.44876;-01.07681;      ;      ; 0.750;C;h
HSCJ090548.44+000312.6;136.45182;+00.05349;      ;      ; 0.570;C;h
HSCJ090548.79+004743.4;136.45329;+00.79538;      ;      ; 0.930;B;h
HSCJ090548.14+013157.7;136.45060;+01.53270;      ;      ; 0.460;C;g
HSCJ090611.05+011951.7;136.54602;+01.33102;      ;      ; 0.650;B;h
HSCJ090611.11+011953.0;136.54630;+01.33140; 0.605;      ; 0.650;B;g
HSCJ090613.14+032940.0;136.55475;+03.49444; 0.617;      ;      ;B;c,f
HSCJ090618.93+003053.8;136.57887;+00.51496;      ;      ; 0.880;B;h
HSCJ090640.01+010346.9;136.66669;+01.06304;      ;      ; 0.880;C;h
HSCJ090657.78+014440.7;136.74074;+01.74465;      ;      ; 0.870;C;h
HSCJ090702.04-013620.2;136.75850;-01.60560;      ;      ; 0.710;C;g
HSCJ090707.09-004741.5;136.77953;-00.79485;      ;      ; 0.760;B;h
HSCJ090709.70+005648.4;136.79042;+00.94678; 0.478;      ;      ;B;c,f
HSCJ090710.50+000320.8;136.79377;+00.05579;      ;      ;      ;C;f
HSCJ090724.43+010307.1;136.85179;+01.05198;      ;      ; 0.860;C;h
HSCJ090754.34+005732.0;136.97640;+00.95890;      ; 1.916; 0.720;A;g,h
HSCJ090757.88+042303.4;136.99116;+04.38427; 0.664;      ;      ;C;c
HSCJ090800.70+030807.2;137.00290;+03.13533;      ;      ; 0.610;C;h
HSCJ090806.26+011955.6;137.02610;+01.33210; 0.659;      ; 0.690;B;g,h
HSCJ090811.83+023343.5;137.04928;+02.56207;      ;      ; 0.510;C;h
HSCJ090814.60+022552.0;137.06082;+02.43111; 0.545;      ;      ;C;c
HSCJ090822.32-010752.3;137.09299;-01.13119;      ;      ; 0.770;B;h
HSCJ090823.42+020523.2;137.09760;+02.08978;      ;      ; 0.750;C;h
HSCJ090827.53+011606.2;137.11470;+01.26840;      ;      ; 0.300;C;g
HSCJ090830.50+002342.1;137.12708;+00.39502;      ;      ; 0.590;C;h
HSCJ090830.42+045747.4;137.12674;+04.96316;      ;      ; 0.690;C;h
HSCJ090833.91+000806.3;137.14128;+00.13508; 0.689;      ;      ;C;c,h
HSCJ090836.00+021036.2;137.15000;+02.17672;      ;      ; 0.450;C;h
HSCJ090848.99-005600.8;137.20411;-00.93356; 0.634;      ;      ;C;c
HSCJ090902.45+015341.3;137.26020;+01.89480;      ;      ; 0.760;C;g
HSCJ090903.89-004120.1;137.26622;-00.68893; 0.300;      ;      ;C;c
HSCJ090911.45+040518.2;137.29770;+04.08840;      ;      ; 0.810;B;g
HSCJ090915.73+020024.5;137.31556;+02.00681;      ;      ; 0.770;C;h
HSCJ090922.87+011209.3;137.34528;+01.20260; 0.507;      ;      ;C;c
HSCJ090938.60+002842.6;137.41082;+00.47849;      ;      ; 0.740;B;h
HSCJ090945.44+013301.4;137.43932;+01.55039;      ;      ; 0.740;C;h
HSCJ090948.47+033743.7;137.45196;+03.62881; 0.517;      ;      ;C;c
HSCJ090951.29+014525.6;137.46370;+01.75710;      ;      ; 0.750;C;h
HSCJ090953.31+013834.2;137.47213;+01.64282;      ;      ; 0.940;C;h
HSCJ091019.73-004806.8;137.58220;-00.80190; 0.523;      ; 0.540;C;g
HSCJ091020.50-002621.1;137.58540;-00.43920;      ;      ; 0.460;C;g
HSCJ091021.43-005321.6;137.58928;-00.88933; 0.449;      ;      ;C;c,h
HSCJ091024.86+035821.7;137.60360;+03.97270;      ;      ; 0.380;C;g
HSCJ091030.76+004517.4;137.62817;+00.75485; 0.619;      ;      ;C;c
HSCJ091031.61+003142.9;137.63170;+00.52858;      ;      ; 0.250;B;h
HSCJ091033.14+000712.1;137.63807;+00.12002;      ;      ; 0.480;B;h
HSCJ091040.32+000829.5;137.66798;+00.14152;      ;      ; 0.910;C;h
HSCJ091044.24+032128.9;137.68434;+03.35802; 0.512;      ;      ;C;c
HSCJ091045.29+015841.7;137.68870;+01.97825;      ;      ; 0.430;C;h
HSCJ091049.03+014049.8;137.70430;+01.68050; 0.497;      ; 0.500;C;g
HSCJ091101.11+041002.2;137.75463;+04.16728; 0.492;      ;      ;C;c,h
HSCJ091106.17+003107.1;137.77571;+00.51865;      ;      ; 0.610;C;h
HSCJ091109.51-004328.8;137.78964;-00.72467;      ;      ; 0.890;C;h
HSCJ091117.11-002455.4;137.82130;-00.41538;      ;      ; 0.530;C;h
HSCJ091119.94+014031.1;137.83310;+01.67530; 0.763;      ; 0.750;C;g
HSCJ091124.31+000921.8;137.85131;+00.15604; 0.532;      ;      ;C;c
HSCJ091126.04-004508.4;137.85850;-00.75235;      ;      ; 0.350;C;h
HSCJ091125.99-004510.1;137.85830;-00.75280; 0.337;      ; 0.350;C;g
HSCJ091138.67+031057.0;137.91114;+03.18250;      ;      ; 0.930;C;h
HSCJ091145.24-002303.5;137.93850;-00.38430;      ;      ; 0.490;C;g
HSCJ091148.92+041852.9;137.95383;+04.31468; 0.861; 2.630; 0.810;B;h
HSCJ091150.08+002157.6;137.95865;+00.36599;      ;      ; 0.940;C;h
HSCJ091155.56-004355.6;137.98150;-00.73210; 0.530;      ; 0.530;C;g
HSCJ091227.86-013700.5;138.11610;-01.61680;      ;      ; 0.600;C;g
HSCJ091230.05+041555.4;138.12520;+04.26540; 0.453;      ; 0.440;B;g
