Name;RAJ2000;DEJ2000;zl;zs;pzl;Grade;Ref
HSCJ155732.16+420623.4;239.38400;+42.10650;      ;      ; 0.460;B;g
HSCJ155758.99+424225.9;239.49580;+42.70720;      ;      ; 0.620;C;g
HSCJ155806.14+431702.3;239.52558;+43.28396;      ;      ; 0.750;B;h
HSCJ155807.38+431354.0;239.53074;+43.23167;      ;      ; 0.920;C;h
HSCJ155814.67+423707.8;239.56111;+42.61883;      ;      ; 0.760;B;h
HSCJ155826.66+432830.8;239.61106;+43.47523; 0.444;      ;      ;B;c
HSCJ155830.18+443339.7;239.62577;+44.56103;      ;      ; 0.580;B;h
HSCJ155834.63+422509.9;239.64427;+42.41942;      ;      ; 0.790;C;h
HSCJ155842.70+430752.5;239.67791;+43.13125;      ;      ; 0.940;C;h
HSCJ155850.61+422350.8;239.71086;+42.39745;      ;      ; 0.880;C;h
HSCJ155920.76+423232.3;239.83650;+42.54230;      ;      ; 0.850;B;g,h
HSCJ155950.37+424950.5;239.95987;+42.83069;      ;      ; 0.760;B;h
HSCJ155957.55+441543.8;239.98978;+44.26217; 0.598;      ;      ;B;c
HSCJ160052.81+441303.2;240.22003;+44.21755; 0.547;      ;      ;C;c,h
HSCJ160118.34+432842.6;240.32643;+43.47850;      ;      ; 0.920;C;h
HSCJ160147.64+421907.0;240.44850;+42.31861;      ;      ; 0.550;C;h
HSCJ160223.76+434621.4;240.59900;+43.77260;      ;      ; 0.420;B;g
HSCJ160225.06+434616.0;240.60440;+43.77110;      ;      ; 0.420;B;g
HSCJ160236.52+424643.8;240.65216;+42.77884;      ;      ; 0.520;C;h
HSCJ160248.64+433536.7;240.70267;+43.59353; 0.418;      ;      ;C;c
HSCJ160250.57+433504.9;240.71070;+43.58470; 0.414;      ; 0.410;B;g
HSCJ160253.09+433501.0;240.72120;+43.58360;      ;      ; 0.450;B;g
HSCJ160307.32+431421.7;240.78052;+43.23935;      ;      ; 0.550;C;h
HSCJ160338.96+432827.0;240.91234;+43.47417; 0.471;      ;      ;C;c
HSCJ160434.03+551301.2;241.14180;+55.21700; 0.394;      ; 0.320;C;g
HSCJ160526.50+443706.2;241.36040;+44.61840; 0.365;      ; 0.370;C;g,h
HSCJ160603.31+425534.0;241.51379;+42.92612;      ;      ; 0.760;C;h
HSCJ160611.99+441930.2;241.54996;+44.32505;      ;      ; 0.730;C;h
HSCJ160626.18+560931.7;241.60910;+56.15880;      ;      ; 0.250;C;g
HSCJ160656.29+420636.9;241.73455;+42.11024;      ;      ; 0.780;C;h
HSCJ160734.46+441738.4;241.89357;+44.29401;      ;      ; 0.760;C;h
HSCJ160759.41+441924.1;241.99756;+44.32336;      ;      ; 0.510;C;h
HSCJ160815.70+420009.0;242.06540;+42.00250; 0.615;      ; 0.640;B;g
HSCJ160844.88+560148.0;242.18700;+56.03000;      ;      ; 0.750;C;g
HSCJ160904.51+422622.3;242.26880;+42.43953;      ;      ; 0.570;C;h
HSCJ160919.78+442149.0;242.33240;+44.36362;      ;      ; 0.530;C;h
HSCJ160926.18+544512.6;242.35910;+54.75350;      ;      ; 0.260;C;g
HSCJ161002.66+541639.7;242.51110;+54.27770; 0.968;      ; 0.960;C;g
HSCJ161021.37+432106.1;242.58906;+43.35170;      ;      ; 0.570;C;h
HSCJ161022.20+422228.9;242.59252;+42.37468;      ;      ; 0.640;B;h
HSCJ161040.51+540630.2;242.66880;+54.10840; 0.338;      ; 0.340;C;g
HSCJ161105.28+421042.4;242.77199;+42.17845;      ;      ; 0.580;C;h
HSCJ161114.53+442324.5;242.81054;+44.39014;      ;      ; 0.790;C;h
HSCJ161133.17+434227.1;242.88819;+43.70752;      ;      ; 0.790;C;h
HSCJ161153.47+562501.6;242.97280;+56.41710; 0.422;      ; 0.400;C;g
HSCJ161202.07+435201.2;243.00861;+43.86700; 0.496;      ;      ;C;c
HSCJ161203.91+433949.3;243.01630;+43.66370; 0.492;      ; 0.500;C;g
HSCJ161209.41+425752.6;243.03922;+42.96462;      ;      ; 0.350;C;h
HSCJ161246.82+554954.8;243.19510;+55.83190; 0.301;      ; 0.370;C;g
HSCJ161301.81+422959.9;243.25755;+42.49998; 0.757;      ;      ;C;c
HSCJ161321.79+551244.6;243.34080;+55.21240; 0.510;      ; 0.510;C;g
HSCJ161336.07+540655.8;243.40030;+54.11550; 0.766;      ; 1.130;B;g
HSCJ161354.70+440350.5;243.47792;+44.06401;      ;      ; 0.660;C;h
HSCJ161432.69+435125.2;243.63619;+43.85699;      ;      ; 0.920;B;h
HSCJ161538.30+422637.8;243.90959;+42.44383; 0.655;      ;      ;C;c,h
HSCJ161545.83+433546.1;243.94097;+43.59613;      ;      ; 0.740;C;h
HSCJ161552.99+562527.8;243.97080;+56.42440;      ;      ; 0.110;C;g
HSCJ161653.18+542150.0;244.22160;+54.36390; 0.638;      ; 0.600;C;g
HSCJ161818.55+434526.6;244.57730;+43.75740; 0.899;      ; 0.720;B;g,h
HSCJ161820.54+543018.7;244.58560;+54.50520;      ;      ; 0.790;A;g
HSCJ161830.72+551741.3;244.62800;+55.29480;      ;      ;      ;C;g
HSCJ161835.28+544922.8;244.64700;+54.82300;      ;      ; 0.810;B;g
HSCJ161851.50+431438.4;244.71459;+43.24400; 0.619;      ;      ;C;c,h
HSCJ161941.72+425131.9;244.92383;+42.85885; 0.477;      ;      ;C;c
HSCJ161955.79+431024.5;244.98246;+43.17348;      ;      ;      ;C;f
HSCJ162026.96+421249.5;245.11233;+42.21374;      ;      ; 0.560;C;h
HSCJ162026.35+431838.5;245.10980;+43.31070;      ;      ; 0.710;B;g
HSCJ162028.78+424951.6;245.11990;+42.83100;      ;      ; 0.500;C;g
HSCJ162029.26+434216.1;245.12193;+43.70447;      ;      ; 0.690;C;h
HSCJ162051.89+444252.2;245.21620;+44.71450; 0.218;      ; 0.250;C;g
HSCJ162120.40+432220.5;245.33499;+43.37236; 0.679;      ;      ;C;c
HSCJ162126.93+424540.3;245.36220;+42.76120; 0.138;      ; 0.130;B;g
HSCJ162422.32+433958.0;246.09301;+43.66612;      ;      ; 0.920;B;h
HSCJ162626.83+425853.0;246.61180;+42.98140;      ;      ; 0.690;C;g
HSCJ162730.11+442222.5;246.87548;+44.37293;      ;      ; 0.620;C;h
HSCJ162754.79+440937.4;246.97830;+44.16038;      ;      ;      ;C;f
HSCJ162757.14+435849.8;246.98806;+43.98049;      ;      ;      ;C;f
HSCJ162822.56+441915.9;247.09402;+44.32107; 0.538;      ;      ;C;c,h
HSCJ162836.04+432529.2;247.15018;+43.42479; 0.559;      ;      ;C;c
HSCJ162836.55+441233.3;247.15228;+44.20925; 0.488;      ;      ;C;c
HSCJ162914.65+440935.5;247.31102;+44.15987;      ;      ; 0.930;C;h
HSCJ162936.07+423911.5;247.40030;+42.65320;      ;      ; 0.260;C;g
HSCJ162942.26+434940.4;247.42610;+43.82790; 0.528;      ; 0.550;B;g
HSCJ163047.27+432209.5;247.69697;+43.36930;      ;      ; 0.740;C;h
HSCJ163050.32+440154.9;247.70968;+44.03191; 0.531;      ;      ;C;c
HSCJ163108.71+423441.9;247.78630;+42.57830;      ;      ; 0.680;B;g
HSCJ163117.24+440649.2;247.82182;+44.11367;      ;      ; 0.360;C;h
HSCJ163118.24+415132.4;247.82600;+41.85900; 0.410;      ; 0.370;C;g
HSCJ163135.90+441946.9;247.89960;+44.32970; 0.688;      ; 0.650;C;g,h
HSCJ163145.35+431632.5;247.93895;+43.27569;      ;      ; 0.740;C;h
HSCJ163228.14+415346.0;248.11725;+41.89611;      ;      ; 0.940;C;h
HSCJ163257.74+424611.3;248.24060;+42.76980; 0.228;      ; 0.220;A;f,g
HSCJ163333.70+421416.8;248.39040;+42.23800; 0.434;      ; 0.390;C;g,h
HSCJ163334.13+421443.1;248.39220;+42.24530;      ;      ; 0.660;C;g
HSCJ163351.65+432423.0;248.46520;+43.40640;      ;      ; 0.670;C;g,h
HSCJ163358.16+424557.8;248.49235;+42.76605;      ;      ; 0.890;C;h
HSCJ163406.68+425037.9;248.52785;+42.84385;      ;      ; 0.700;C;h
HSCJ163535.77+425244.0;248.89905;+42.87889;      ;      ; 0.880;C;h
HSCJ163608.74+430215.3;249.03641;+43.03759;      ;      ; 0.680;C;h
HSCJ163702.52+441638.5;249.26050;+44.27737; 0.649;      ;      ;C;d
HSCJ163747.98+415624.0;249.44990;+41.94000;      ;      ; 0.340;C;g
HSCJ163820.45+422942.9;249.58519;+42.49524; 0.568;      ;      ;C;d
HSCJ163907.13+424610.9;249.77970;+42.76970; 0.518;      ; 0.500;C;g
HSCJ163955.88+433808.3;249.98282;+43.63564; 0.558;      ;      ;C;d
HSCJ164001.13+421438.0;250.00470;+42.24390;      ;      ; 0.660;B;g
HSCJ164024.19+424954.4;250.10080;+42.83179; 0.629;      ;      ;C;d
HSCJ164054.46+431740.5;250.22691;+43.29458; 0.500;      ;      ;C;d
HSCJ164105.76+424737.7;250.27400;+42.79380;      ;      ; 0.230;C;g
HSCJ164127.43+425013.9;250.36430;+42.83720; 0.171;      ; 0.190;C;g
HSCJ215909.19+013915.1;329.78830;+01.65420; 0.509;      ; 0.510;C;g
HSCJ220045.24+040530.5;330.18850;+04.09180;      ;      ; 0.460;C;g
HSCJ220104.78+042030.5;330.26990;+04.34180;      ;      ; 0.160;C;g
HSCJ220140.22+010715.4;330.41757;+01.12095; 0.317;      ;      ;C;c
HSCJ220215.22+012123.8;330.56340;+01.35660; 0.314;      ; 0.320;A;g
HSCJ220219.66-005809.5;330.58191;-00.96930; 0.582;      ;      ;C;c
HSCJ220256.81+023434.0;330.73670;+02.57610; 0.482;      ; 0.490;B;g,h
HSCJ220329.50+030314.9;330.87293;+03.05413;      ;      ; 0.900;C;h
HSCJ220346.51+042644.5;330.94380;+04.44570; 0.527;      ; 0.510;B;g
HSCJ220414.67+025059.9;331.06114;+02.84997;      ;      ; 0.730;C;h
HSCJ220506.92+014703.9;331.27884;+01.78441; 0.476; 2.526;      ;A;e,g
HSCJ220535.38+021033.6;331.39740;+02.17600; 0.252;      ; 0.260;B;g
HSCJ220550.17+041524.8;331.45906;+04.25688; 0.268;      ;      ;B;d
HSCJ220553.60+000454.7;331.47333;+00.08186; 0.684;      ;      ;C;c,f
HSCJ220642.00+041130.5;331.67500;+04.19180; 0.537;      ; 0.530;A;g
HSCJ220700.58+011932.9;331.75240;+01.32580;      ;      ; 0.820;C;g
HSCJ220701.82+024041.9;331.75760;+02.67830; 0.589;      ; 0.520;C;g
HSCJ220716.37+004347.6;331.81820;+00.72990; 0.439;      ; 0.420;C;g
HSCJ220719.08+022416.6;331.82950;+02.40460; 0.418;      ; 0.420;B;g
HSCJ220732.86+031311.3;331.88690;+03.21980; 0.663;      ; 0.650;C;g
HSCJ220759.14+005826.8;331.99640;+00.97410;      ;      ; 0.260;C;g
HSCJ220805.28+044603.4;332.02200;+04.76760;      ;      ; 0.270;B;g
HSCJ220840.75+014419.3;332.16980;+01.73870;      ;      ; 0.720;C;h
HSCJ220859.88+020655.1;332.24950;+02.11530;      ;      ; 1.040;A;g
HSCJ220903.26+010725.4;332.26360;+01.12371;      ;      ; 1.170;C;h
HSCJ220923.21+011120.4;332.34670;+01.18900;      ;      ; 0.860;C;g
HSCJ220925.27+025404.4;332.35531;+02.90123;      ;      ; 0.580;C;h
HSCJ220944.81+041551.5;332.43670;+04.26430; 0.313;      ; 0.300;C;g
HSCJ220955.90-003434.7;332.48290;-00.57630; 0.716;      ; 0.690;B;g
HSCJ221000.20+003118.1;332.50082;+00.52170;      ;      ; 0.410;C;h
HSCJ221008.71+063427.5;332.53630;+06.57430;      ;      ; 0.320;C;g
HSCJ221016.15+004148.0;332.56730;+00.69666;      ;      ; 0.590;C;h
HSCJ221045.41-005917.9;332.68920;-00.98830;      ;      ; 0.730;C;g,h
HSCJ221050.95-004946.2;332.71229;-00.82950;      ;      ; 0.640;C;h
HSCJ221058.28-010020.3;332.74284;-01.00563;      ;      ; 0.370;C;h
HSCJ221101.98+003401.4;332.75825;+00.56704; 0.677;      ;      ;C;c
HSCJ221143.99+061257.2;332.93330;+06.21590;      ;      ; 0.500;C;g
HSCJ221149.00-002005.1;332.95418;-00.33474;      ;      ; 0.900;C;h
HSCJ221209.31+015109.4;333.03880;+01.85260;      ;      ; 0.750;C;g
HSCJ221211.45-000820.4;333.04770;-00.13900; 0.365;      ; 0.360;B;g
HSCJ221222.80-001811.2;333.09500;-00.30310;      ;      ; 0.910;B;g,h
HSCJ221234.51+045456.9;333.14378;+04.91581; 0.262;      ;      ;B;d
HSCJ221235.98+014815.8;333.14990;+01.80440;      ;      ; 0.490;C;g
HSCJ221236.14+065029.4;333.15060;+06.84150; 0.399;      ; 0.380;B;g
HSCJ221238.15+000135.5;333.15896;+00.02653;      ;      ; 1.150;C;h
HSCJ221301.65+001347.8;333.25689;+00.22993;      ;      ; 0.560;C;h
HSCJ221304.42+023534.6;333.26843;+02.59293; 0.320;      ;      ;C;c
HSCJ221306.14+014708.2;333.27560;+01.78560;      ;      ; 0.420;A;g
HSCJ221306.38-001830.2;333.27660;-00.30840; 0.408;      ; 0.400;B;g,h
HSCJ221306.80-003037.2;333.27832;-00.51034;      ;      ; 0.730;C;h
HSCJ221306.91-003037.1;333.27880;-00.51030; 0.702;      ; 0.640;A;g
HSCJ221315.28+034536.7;333.31366;+03.76019; 0.446;      ;      ;B;d
HSCJ221320.11+035436.0;333.33380;+03.91000; 0.670;      ; 0.690;B;g
HSCJ221328.88-004454.2;333.37035;-00.74840;      ;      ; 0.480;C;h
HSCJ221331.85+004836.0;333.38270;+00.81000;      ;      ; 0.950;A;g
HSCJ221349.15+005651.0;333.45480;+00.94750;      ;      ; 0.280;B;g
HSCJ221352.37+011745.7;333.46819;+01.29604;      ;      ;      ;C;f
HSCJ221409.71+010504.6;333.54046;+01.08462;      ;      ;      ;C;f
HSCJ221411.40+004742.1;333.54749;+00.79504;      ;      ;      ;C;f
HSCJ221418.72+011036.5;333.57800;+01.17680; 0.566;      ; 0.630;B;g,h
HSCJ221425.06-001545.0;333.60440;-00.26250; 0.088;      ; 0.070;C;g
HSCJ221442.63+025606.6;333.67763;+02.93517; 0.403;      ;      ;C;d
HSCJ221452.30+014439.1;333.71790;+01.74420;      ;      ; 0.700;C;g
HSCJ221459.64+033824.4;333.74850;+03.64010; 0.366;      ; 0.380;C;g
HSCJ221506.81+002029.1;333.77839;+00.34142;      ;      ; 0.290;C;h
HSCJ221513.68+010238.9;333.80700;+01.04414;      ;      ; 0.800;C;h
HSCJ221513.34+010240.2;333.80560;+01.04450;      ;      ; 0.710;B;g,h
HSCJ221514.99+022936.2;333.81246;+02.49339;      ;      ; 0.630;C;h
HSCJ221515.36+021706.4;333.81400;+02.28510;      ;      ; 0.610;C;g
HSCJ221518.71-011405.9;333.82797;-01.23498;      ;      ; 0.570;C;h
HSCJ221520.35-005425.6;333.83480;-00.90710;      ;      ; 0.610;C;g
HSCJ221522.27+010528.0;333.84280;+01.09110;      ;      ; 0.500;C;g
HSCJ221551.74+043503.1;333.96560;+04.58420;      ;      ; 0.650;B;g
HSCJ221556.91-004732.9;333.98712;-00.79248; 0.555;      ;      ;C;c
HSCJ221606.24+023139.9;334.02598;+02.52775;      ;      ;      ;C;f
HSCJ221608.69+005539.0;334.03622;+00.92749;      ;      ;      ;B;f
HSCJ221615.62+053245.2;334.06510;+05.54590; 0.397;      ; 0.390;C;g
HSCJ221622.25+021154.7;334.09270;+02.19853;      ;      ; 0.420;C;h
HSCJ221704.16+011018.2;334.26734;+01.17171;      ;      ; 0.760;C;h
HSCJ221726.44+000350.3;334.36018;+00.06398; 0.398;      ;      ;B;c
HSCJ221729.24+000349.4;334.37183;+00.06372;      ;      ;      ;C;f
HSCJ221729.38-003836.6;334.37240;-00.64350;      ;      ; 0.300;A;g
HSCJ221809.60-003528.5;334.54001;-00.59126;      ;      ; 0.620;C;h
HSCJ221809.60-003934.2;334.54000;-00.65950; 0.406;      ; 0.390;C;g,h
HSCJ221850.86+003608.2;334.71192;+00.60228;      ;      ; 0.650;C;h
HSCJ221852.62+014039.1;334.71927;+01.67752; 0.564;      ;      ;B;c
HSCJ221856.79+001653.8;334.73661;+00.28161; 0.593;      ;      ;C;c,f
HSCJ221902.19-012432.3;334.75911;-01.40897; 0.202;      ;      ;C;c
HSCJ221905.93+000053.2;334.77470;+00.01479;      ;      ; 0.320;C;h
HSCJ221921.94-003548.6;334.84140;-00.59683; 0.508;      ;      ;C;c
HSCJ221936.09+014417.1;334.90037;+01.73807; 0.678;      ;      ;C;c
HSCJ222007.38-002505.2;335.03073;-00.41810;      ;      ; 1.030;B;h
HSCJ222012.84+012023.8;335.05350;+01.33993;      ;      ;      ;C;f
HSCJ222022.75+000710.7;335.09478;+00.11964;      ;      ;      ;C;f
HSCJ222027.55-002750.0;335.11480;-00.46390;      ;      ; 0.810;C;g
HSCJ222031.84-001652.7;335.13266;-00.28129;      ;      ; 0.700;C;h
HSCJ222041.41+004912.4;335.17254;+00.82011;      ;      ; 0.810;B;h
HSCJ222043.93+011343.2;335.18306;+01.22866; 0.525;      ;      ;C;c
HSCJ222051.53+005815.2;335.21470;+00.97090; 0.318;      ; 0.330;C;g
HSCJ222116.71-002829.9;335.31961;-00.47496;      ;      ; 0.610;C;h
HSCJ222116.81-004457.0;335.32002;-00.74916;      ;      ;      ;C;f
HSCJ222142.39+025655.8;335.42661;+02.94882;      ;      ; 0.930;C;h
HSCJ222143.70-005302.8;335.43210;-00.88410; 0.334;      ; 0.340;A;g,h
HSCJ222241.48+010511.9;335.67285;+01.08664; 0.649;      ;      ;C;c
HSCJ222245.22+015012.1;335.68840;+01.83670;      ;      ; 0.590;C;g
HSCJ222246.36+041813.5;335.69316;+04.30375; 0.186;      ;      ;C;d
HSCJ222301.37-000527.1;335.75571;-00.09086;      ;      ; 0.250;C;h
HSCJ222315.38-004151.5;335.81407;-00.69763;      ;      ; 0.530;C;h
HSCJ222321.54+015018.9;335.83975;+01.83859; 0.607;      ;      ;C;c,h
HSCJ222329.68+022558.4;335.87368;+02.43290;      ;      ; 0.780;C;h
HSCJ222347.40+004928.8;335.94749;+00.82466;      ;      ; 1.160;B;h
HSCJ222403.10+011906.7;336.01293;+01.31852;      ;      ; 0.680;C;h
HSCJ222425.91+012121.9;336.10797;+01.35608;      ;      ;      ;C;f
HSCJ222445.39+010916.8;336.18912;+01.15466;      ;      ; 0.760;B;h
HSCJ222448.06-001144.9;336.20025;-00.19581;      ;      ; 0.800;C;h
HSCJ222503.12-004006.7;336.26300;-00.66853;      ;      ; 0.900;C;h
HSCJ222515.86+004822.6;336.31610;+00.80627;      ;      ; 0.280;B;h
HSCJ222525.02+010139.7;336.35424;+01.02770; 0.282;      ;      ;C;c
HSCJ222532.45+020628.8;336.38520;+02.10800; 0.451;      ; 0.470;C;g
HSCJ222542.00+010356.9;336.42500;+01.06580; 0.296;      ; 0.320;C;g
HSCJ222555.19+004320.2;336.47995;+00.72227; 0.207;      ;      ;C;c
HSCJ222609.22+004141.6;336.53840;+00.69490; 0.647; 1.897; 0.630;A;g
HSCJ222609.30+004142.0;336.53877;+00.69500; 0.647;      ;      ;A;c
HSCJ222618.25-011940.7;336.57603;-01.32796;      ;      ;      ;C;f
HSCJ222624.05+005405.0;336.60020;+00.90140; 0.296;      ; 0.280;C;g,h
HSCJ222638.28-003449.1;336.65950;-00.58030; 0.404;      ; 0.380;A;g,h
HSCJ222649.44-011911.3;336.70599;-01.31980;      ;      ; 0.250;C;h
HSCJ222657.83-003313.1;336.74097;-00.55363;      ;      ; 0.530;C;h
HSCJ222723.16+003257.7;336.84650;+00.54937;      ;      ; 0.850;B;h
HSCJ222730.97+012309.8;336.87904;+01.38605;      ;      ; 0.710;C;h
HSCJ222748.45+001716.4;336.95188;+00.28789;      ;      ; 0.670;C;h
HSCJ222751.89+000457.0;336.96620;+00.08250; 0.417;      ; 0.400;C;g
HSCJ222801.98+012805.7;337.00824;+01.46826; 0.647; 2.462;      ;A;c,e,f
HSCJ222840.46+002213.1;337.16860;+00.37030;      ;      ; 0.590;B;g
HSCJ222844.26+003721.0;337.18440;+00.62250; 0.471;      ; 0.500;C;g
HSCJ222948.69+035710.2;337.45289;+03.95284; 0.166;      ;      ;C;d
HSCJ223017.50-001845.4;337.57290;-00.31260; 0.406;      ; 0.400;B;g
HSCJ223032.20-003922.1;337.63416;-00.65614;      ;      ; 0.350;B;h
HSCJ223041.60-000101.3;337.67331;-00.01702;      ;      ; 0.470;C;h
HSCJ223100.92+014409.5;337.75385;+01.73596; 0.649;      ;      ;C;c
HSCJ223105.02+023212.9;337.77093;+02.53690;      ;      ; 0.780;C;h
HSCJ223134.15+043347.5;337.89230;+04.56320;      ;      ; 0.630;C;g
HSCJ223200.29+004015.2;338.00119;+00.67088;      ;      ; 0.900;B;h
HSCJ223211.09+005701.1;338.04620;+00.95030; 0.401;      ; 0.400;B;g
HSCJ223211.62+015955.3;338.04843;+01.99869;      ;      ; 0.660;C;h
HSCJ223238.66-002534.0;338.16108;-00.42611;      ;      ;      ;A;g,h
HSCJ223252.44+011857.5;338.21852;+01.31599;      ;      ; 0.990;C;h
HSCJ223305.36-005359.4;338.27232;-00.89984;      ;      ; 0.890;C;h
HSCJ223308.79+002956.7;338.28662;+00.49907;      ;      ; 0.900;C;h
HSCJ223309.84+021012.4;338.29100;+02.17010;      ;      ; 0.910;C;h
HSCJ223316.80-010409.5;338.32000;-01.06930;      ; 0.902; 0.950;B;g
HSCJ223319.87-001934.3;338.33280;-00.32620; 0.398;      ; 0.450;B;g
HSCJ223324.64+012521.4;338.35267;+01.42261;      ;      ; 0.810;C;h
HSCJ223327.02+032415.5;338.36260;+03.40430;      ;      ; 0.400;C;g
HSCJ223329.45+012012.3;338.37270;+01.33676;      ;      ; 0.950;C;h
HSCJ223332.23+011729.0;338.38430;+01.29140;      ;      ; 1.030;C;g
HSCJ223341.59+004039.0;338.42330;+00.67750;      ;      ; 0.650;C;g
HSCJ223346.87-003014.0;338.44530;-00.50390; 0.410;      ; 0.400;C;g,h
HSCJ223352.22-003120.3;338.46760;-00.52230;      ;      ; 0.620;C;g
HSCJ223353.78+015721.6;338.47410;+01.95600;      ;      ; 0.270;B;g
HSCJ223359.93+015826.8;338.49971;+01.97410; 0.253;      ;      ;C;c,f
HSCJ223406.97+012057.4;338.52903;+01.34927; 0.670;      ;      ;C;c,f,h
HSCJ223425.58+015322.6;338.60660;+01.88960;      ;      ; 0.730;C;g
HSCJ223438.28+043003.6;338.65950;+04.50100; 0.343;      ; 0.370;C;g
HSCJ223443.93+030307.9;338.68302;+03.05219;      ;      ; 0.570;B;h
HSCJ223449.84+024250.4;338.70768;+02.71399;      ;      ; 0.340;C;h
HSCJ223459.40+033319.4;338.74750;+03.55540;      ;      ; 1.100;C;g
HSCJ223500.62+010605.8;338.75258;+01.10161;      ;      ; 0.940;C;h
HSCJ223504.58-010746.2;338.76910;-01.12950;      ;      ; 0.450;C;h
HSCJ223507.19-001044.2;338.77995;-00.17894;      ;      ; 0.930;C;h
HSCJ223510.80-004658.1;338.79500;-00.78280;      ;      ; 0.870;C;g
HSCJ223515.48+001222.3;338.81450;+00.20620;      ;      ; 0.650;C;g
HSCJ223518.31-004747.3;338.82629;-00.79647; 0.640;      ;      ;B;c
HSCJ223525.44+041103.1;338.85600;+04.18420; 0.302;      ; 0.320;C;g
HSCJ223532.16-013539.5;338.88400;-01.59430;      ;      ; 0.480;B;g
HSCJ223548.82+000302.9;338.95340;+00.05080; 0.735;      ; 0.760;B;g
HSCJ223614.04+061619.9;339.05850;+06.27220; 0.350;      ; 0.370;B;g
HSCJ223626.31-005400.7;339.10960;-00.90021;      ;      ; 0.990;B;h
HSCJ223641.24+021850.1;339.17183;+02.31391;      ;      ; 0.750;C;h
HSCJ223648.36+004832.0;339.20150;+00.80890;      ;      ; 0.730;C;g
HSCJ223654.64+012054.3;339.22765;+01.34841;      ;      ; 0.840;C;h
HSCJ223654.12+024041.9;339.22550;+02.67830;      ;      ; 0.380;B;g
HSCJ223655.00-011320.6;339.22917;-01.22239;      ;      ; 0.350;C;h
HSCJ223655.75-012652.4;339.23227;-01.44788;      ;      ; 1.000;C;h
HSCJ223733.54+005015.8;339.38973;+00.83772; 0.604; 2.143;      ;A;c,e
HSCJ223734.92+020604.7;339.39550;+02.10130; 0.359;      ; 0.320;C;g
HSCJ223735.36+004014.8;339.39735;+00.67078;      ;      ; 0.470;B;h
HSCJ223744.28+005339.6;339.43452;+00.89434; 0.621;      ;      ;C;c
HSCJ223855.56+010651.8;339.73150;+01.11440;      ;      ; 0.740;C;g
HSCJ223912.56+021731.7;339.80232;+02.29215;      ;      ; 1.170;C;h
HSCJ223931.01+000525.4;339.87922;+00.09038;      ;      ; 0.610;C;h
HSCJ223934.67+023506.8;339.89446;+02.58522;      ;      ;      ;A;g,h
HSCJ223934.19+034049.8;339.89244;+03.68049; 0.664;      ;      ;C;d
HSCJ223938.73-002916.7;339.91139;-00.48798;      ;      ; 1.140;C;h
HSCJ223949.12+004704.2;339.95468;+00.78451; 0.455;      ;      ;C;c
HSCJ224001.46+022020.4;340.00610;+02.33900;      ;      ; 0.550;C;g
HSCJ224036.14+013239.1;340.15060;+01.54420;      ;      ; 0.200;C;g
HSCJ224039.28+024220.5;340.16367;+02.70569; 0.446;      ;      ;C;c
HSCJ224055.27-000045.7;340.23030;-00.01270;      ;      ; 0.360;C;g
HSCJ224058.15-002942.0;340.24230;-00.49500;      ;      ; 1.100;C;g
HSCJ224107.30+022740.3;340.28040;+02.46120;      ;      ; 0.390;C;g
HSCJ224111.88+014624.2;340.29950;+01.77340; 0.070;      ; 0.060;C;g
HSCJ224113.78+012956.8;340.30740;+01.49910; 0.364;      ; 0.390;C;g
HSCJ224116.67+001321.7;340.31947;+00.22269;      ;      ; 0.820;C;h
HSCJ224154.63+000331.6;340.47761;+00.05878;      ;      ; 0.580;B;h
HSCJ224201.18+022810.6;340.50492;+02.46962; 0.443;      ;      ;B;c
HSCJ224211.63+023023.8;340.54847;+02.50660;      ;      ; 0.750;B;h
HSCJ224221.58+001144.7;340.58993;+00.19575; 0.385;      ;      ;A;c,f,g
HSCJ224246.74+002646.0;340.69476;+00.44612;      ;      ; 0.570;C;h
HSCJ224259.87+023138.4;340.74947;+02.52732;      ;      ; 0.630;C;h
HSCJ224301.91+002308.7;340.75795;+00.38574;      ;      ; 0.520;C;h
HSCJ224306.92-010750.9;340.77885;-01.13082;      ;      ; 0.480;B;h
HSCJ224333.10-000531.6;340.88790;-00.09210; 0.614;      ; 0.610;C;g
HSCJ224345.98+020945.0;340.94160;+02.16250;      ;      ; 0.530;C;g
HSCJ224359.74-000448.7;340.99890;-00.08020; 0.690;      ; 0.710;B;g
HSCJ224405.20+022536.6;341.02167;+02.42684;      ;      ; 1.000;C;h
HSCJ224411.76+013819.9;341.04902;+01.63887;      ;      ; 0.510;C;h
HSCJ224429.44-001759.3;341.12265;-00.29979;      ;      ; 0.850;B;h
HSCJ224454.86+031551.1;341.22859;+03.26419; 0.791;      ;      ;B;d
HSCJ224511.35+041434.1;341.29730;+04.24280; 0.454;      ; 0.460;C;g
HSCJ224519.36+015409.2;341.33067;+01.90255;      ;      ; 0.990;C;h
HSCJ224535.82+023439.5;341.39924;+02.57764;      ;      ; 0.560;C;h
HSCJ224551.02+004746.2;341.46258;+00.79616;      ;      ; 0.490;C;h
HSCJ224610.97-004134.4;341.54570;-00.69290;      ;      ; 0.780;C;g
HSCJ224614.59+055828.6;341.56080;+05.97460; 0.340;      ; 0.310;A;g
HSCJ224618.42-003841.7;341.57673;-00.64492;      ;      ; 0.350;C;h
HSCJ224628.87+005315.1;341.62029;+00.88751;      ;      ; 0.390;C;h
